"No.","Tên Xã","Chú thích về Xã","No.","Tên Quận/Huyện","Chú thích về Quận/Huyện","No.","Tên Tĩnh","Chú thích về Tĩnh","Tạo từ","Lần cuối chỉnh sửa","Lần cuối xóa"
"","Xã 147","Chú thích về Xã 147","","Huyện 60","Chú thích về Huyện 60","","Tỉnh 23","Chú thích về Tỉnh 23","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 148","Chú thích về Xã 148","","Huyện 740","Chú thích về Huyện 740","","Tỉnh 5","Chú thích về Tỉnh 5","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 149","Chú thích về Xã 149","","Huyện 908","Chú thích về Huyện 908","","Tỉnh 29","Chú thích về Tỉnh 29","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 150","Chú thích về Xã 150","","Huyện 51","Chú thích về Huyện 51","","Tỉnh 11","Chú thích về Tỉnh 11","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 151","Chú thích về Xã 151","","Huyện 778","Chú thích về Huyện 778","","Tỉnh 19","Chú thích về Tỉnh 19","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 152","Chú thích về Xã 152","","Huyện 157","Chú thích về Huyện 157","","Tỉnh 34","Chú thích về Tỉnh 34","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 153","Chú thích về Xã 153","","Huyện 131","Chú thích về Huyện 131","","Tỉnh 62","Chú thích về Tỉnh 62","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 154","Chú thích về Xã 154","","Huyện 906","Chú thích về Huyện 906","","Tỉnh 26","Chú thích về Tỉnh 26","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 155","Chú thích về Xã 155","","Huyện 323","Chú thích về Huyện 323","","Tỉnh 27","Chú thích về Tỉnh 27","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 156","Chú thích về Xã 156","","Huyện 801","Chú thích về Huyện 801","","Tỉnh 29","Chú thích về Tỉnh 29","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 157","Chú thích về Xã 157","","Huyện 974","Chú thích về Huyện 974","","Tỉnh 1","Chú thích về Tỉnh 1","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 158","Chú thích về Xã 158","","Huyện 959","Chú thích về Huyện 959","","Tỉnh 42","Chú thích về Tỉnh 42","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 159","Chú thích về Xã 159","","Huyện 375","Chú thích về Huyện 375","","Tỉnh 12","Chú thích về Tỉnh 12","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 160","Chú thích về Xã 160","","Huyện 388","Chú thích về Huyện 388","","Tỉnh 29","Chú thích về Tỉnh 29","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 161","Chú thích về Xã 161","","Huyện 342","Chú thích về Huyện 342","","Tỉnh 24","Chú thích về Tỉnh 24","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 162","Chú thích về Xã 162","","Huyện 59","Chú thích về Huyện 59","","Tỉnh 37","Chú thích về Tỉnh 37","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 163","Chú thích về Xã 163","","Huyện 602","Chú thích về Huyện 602","","Tỉnh 61","Chú thích về Tỉnh 61","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 164","Chú thích về Xã 164","","Huyện 188","Chú thích về Huyện 188","","Tỉnh 8","Chú thích về Tỉnh 8","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 165","Chú thích về Xã 165","","Huyện 467","Chú thích về Huyện 467","","Tỉnh 35","Chú thích về Tỉnh 35","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 166","Chú thích về Xã 166","","Huyện 878","Chú thích về Huyện 878","","Tỉnh 44","Chú thích về Tỉnh 44","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 167","Chú thích về Xã 167","","Huyện 958","Chú thích về Huyện 958","","Tỉnh 42","Chú thích về Tỉnh 42","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 168","Chú thích về Xã 168","","Huyện 499","Chú thích về Huyện 499","","Tỉnh 56","Chú thích về Tỉnh 56","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 169","Chú thích về Xã 169","","Huyện 194","Chú thích về Huyện 194","","Tỉnh 63","Chú thích về Tỉnh 63","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 170","Chú thích về Xã 170","","Huyện 817","Chú thích về Huyện 817","","Tỉnh 8","Chú thích về Tỉnh 8","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 171","Chú thích về Xã 171","","Huyện 13","Chú thích về Huyện 13","","Tỉnh 46","Chú thích về Tỉnh 46","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 172","Chú thích về Xã 172","","Huyện 978","Chú thích về Huyện 978","","Tỉnh 2","Chú thích về Tỉnh 2","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 173","Chú thích về Xã 173","","Huyện 848","Chú thích về Huyện 848","","Tỉnh 37","Chú thích về Tỉnh 37","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 174","Chú thích về Xã 174","","Huyện 215","Chú thích về Huyện 215","","Tỉnh 15","Chú thích về Tỉnh 15","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 175","Chú thích về Xã 175","","Huyện 121","Chú thích về Huyện 121","","Tỉnh 61","Chú thích về Tỉnh 61","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 176","Chú thích về Xã 176","","Huyện 743","Chú thích về Huyện 743","","Tỉnh 38","Chú thích về Tỉnh 38","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 177","Chú thích về Xã 177","","Huyện 778","Chú thích về Huyện 778","","Tỉnh 9","Chú thích về Tỉnh 9","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 178","Chú thích về Xã 178","","Huyện 632","Chú thích về Huyện 632","","Tỉnh 62","Chú thích về Tỉnh 62","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 179","Chú thích về Xã 179","","Huyện 203","Chú thích về Huyện 203","","Tỉnh 30","Chú thích về Tỉnh 30","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 180","Chú thích về Xã 180","","Huyện 448","Chú thích về Huyện 448","","Tỉnh 39","Chú thích về Tỉnh 39","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 181","Chú thích về Xã 181","","Huyện 87","Chú thích về Huyện 87","","Tỉnh 18","Chú thích về Tỉnh 18","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 182","Chú thích về Xã 182","","Huyện 522","Chú thích về Huyện 522","","Tỉnh 20","Chú thích về Tỉnh 20","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 183","Chú thích về Xã 183","","Huyện 87","Chú thích về Huyện 87","","Tỉnh 25","Chú thích về Tỉnh 25","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 184","Chú thích về Xã 184","","Huyện 776","Chú thích về Huyện 776","","Tỉnh 26","Chú thích về Tỉnh 26","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 185","Chú thích về Xã 185","","Huyện 599","Chú thích về Huyện 599","","Tỉnh 48","Chú thích về Tỉnh 48","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 186","Chú thích về Xã 186","","Huyện 211","Chú thích về Huyện 211","","Tỉnh 23","Chú thích về Tỉnh 23","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 187","Chú thích về Xã 187","","Huyện 506","Chú thích về Huyện 506","","Tỉnh 61","Chú thích về Tỉnh 61","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 188","Chú thích về Xã 188","","Huyện 779","Chú thích về Huyện 779","","Tỉnh 55","Chú thích về Tỉnh 55","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 189","Chú thích về Xã 189","","Huyện 947","Chú thích về Huyện 947","","Tỉnh 25","Chú thích về Tỉnh 25","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 190","Chú thích về Xã 190","","Huyện 545","Chú thích về Huyện 545","","Tỉnh 40","Chú thích về Tỉnh 40","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 191","Chú thích về Xã 191","","Huyện 869","Chú thích về Huyện 869","","Tỉnh 60","Chú thích về Tỉnh 60","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 192","Chú thích về Xã 192","","Huyện 292","Chú thích về Huyện 292","","Tỉnh 40","Chú thích về Tỉnh 40","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 193","Chú thích về Xã 193","","Huyện 518","Chú thích về Huyện 518","","Tỉnh 3","Chú thích về Tỉnh 3","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 194","Chú thích về Xã 194","","Huyện 725","Chú thích về Huyện 725","","Tỉnh 57","Chú thích về Tỉnh 57","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 195","Chú thích về Xã 195","","Huyện 55","Chú thích về Huyện 55","","Tỉnh 29","Chú thích về Tỉnh 29","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 196","Chú thích về Xã 196","","Huyện 532","Chú thích về Huyện 532","","Tỉnh 6","Chú thích về Tỉnh 6","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 197","Chú thích về Xã 197","","Huyện 563","Chú thích về Huyện 563","","Tỉnh 12","Chú thích về Tỉnh 12","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 198","Chú thích về Xã 198","","Huyện 335","Chú thích về Huyện 335","","Tỉnh 34","Chú thích về Tỉnh 34","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 199","Chú thích về Xã 199","","Huyện 895","Chú thích về Huyện 895","","Tỉnh 54","Chú thích về Tỉnh 54","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 200","Chú thích về Xã 200","","Huyện 388","Chú thích về Huyện 388","","Tỉnh 18","Chú thích về Tỉnh 18","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 201","Chú thích về Xã 201","","Huyện 422","Chú thích về Huyện 422","","Tỉnh 13","Chú thích về Tỉnh 13","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 202","Chú thích về Xã 202","","Huyện 135","Chú thích về Huyện 135","","Tỉnh 19","Chú thích về Tỉnh 19","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 203","Chú thích về Xã 203","","Huyện 282","Chú thích về Huyện 282","","Tỉnh 22","Chú thích về Tỉnh 22","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 204","Chú thích về Xã 204","","Huyện 235","Chú thích về Huyện 235","","Tỉnh 56","Chú thích về Tỉnh 56","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 205","Chú thích về Xã 205","","Huyện 180","Chú thích về Huyện 180","","Tỉnh 49","Chú thích về Tỉnh 49","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 206","Chú thích về Xã 206","","Huyện 640","Chú thích về Huyện 640","","Tỉnh 54","Chú thích về Tỉnh 54","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 207","Chú thích về Xã 207","","Huyện 691","Chú thích về Huyện 691","","Tỉnh 59","Chú thích về Tỉnh 59","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 208","Chú thích về Xã 208","","Huyện 49","Chú thích về Huyện 49","","Tỉnh 1","Chú thích về Tỉnh 1","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 209","Chú thích về Xã 209","","Huyện 175","Chú thích về Huyện 175","","Tỉnh 38","Chú thích về Tỉnh 38","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 210","Chú thích về Xã 210","","Huyện 669","Chú thích về Huyện 669","","Tỉnh 36","Chú thích về Tỉnh 36","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 211","Chú thích về Xã 211","","Huyện 41","Chú thích về Huyện 41","","Tỉnh 25","Chú thích về Tỉnh 25","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 212","Chú thích về Xã 212","","Huyện 566","Chú thích về Huyện 566","","Tỉnh 30","Chú thích về Tỉnh 30","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 213","Chú thích về Xã 213","","Huyện 879","Chú thích về Huyện 879","","Tỉnh 7","Chú thích về Tỉnh 7","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 214","Chú thích về Xã 214","","Huyện 520","Chú thích về Huyện 520","","Tỉnh 58","Chú thích về Tỉnh 58","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 215","Chú thích về Xã 215","","Huyện 798","Chú thích về Huyện 798","","Tỉnh 25","Chú thích về Tỉnh 25","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 216","Chú thích về Xã 216","","Huyện 412","Chú thích về Huyện 412","","Tỉnh 38","Chú thích về Tỉnh 38","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 217","Chú thích về Xã 217","","Huyện 373","Chú thích về Huyện 373","","Tỉnh 5","Chú thích về Tỉnh 5","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 218","Chú thích về Xã 218","","Huyện 509","Chú thích về Huyện 509","","Tỉnh 52","Chú thích về Tỉnh 52","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 219","Chú thích về Xã 219","","Huyện 508","Chú thích về Huyện 508","","Tỉnh 55","Chú thích về Tỉnh 55","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 220","Chú thích về Xã 220","","Huyện 137","Chú thích về Huyện 137","","Tỉnh 34","Chú thích về Tỉnh 34","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 221","Chú thích về Xã 221","","Huyện 887","Chú thích về Huyện 887","","Tỉnh 40","Chú thích về Tỉnh 40","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 222","Chú thích về Xã 222","","Huyện 246","Chú thích về Huyện 246","","Tỉnh 51","Chú thích về Tỉnh 51","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 223","Chú thích về Xã 223","","Huyện 646","Chú thích về Huyện 646","","Tỉnh 13","Chú thích về Tỉnh 13","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 224","Chú thích về Xã 224","","Huyện 220","Chú thích về Huyện 220","","Tỉnh 18","Chú thích về Tỉnh 18","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 225","Chú thích về Xã 225","","Huyện 55","Chú thích về Huyện 55","","Tỉnh 11","Chú thích về Tỉnh 11","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 226","Chú thích về Xã 226","","Huyện 253","Chú thích về Huyện 253","","Tỉnh 42","Chú thích về Tỉnh 42","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 227","Chú thích về Xã 227","","Huyện 599","Chú thích về Huyện 599","","Tỉnh 11","Chú thích về Tỉnh 11","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 228","Chú thích về Xã 228","","Huyện 194","Chú thích về Huyện 194","","Tỉnh 16","Chú thích về Tỉnh 16","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 229","Chú thích về Xã 229","","Huyện 620","Chú thích về Huyện 620","","Tỉnh 18","Chú thích về Tỉnh 18","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 230","Chú thích về Xã 230","","Huyện 665","Chú thích về Huyện 665","","Tỉnh 9","Chú thích về Tỉnh 9","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 231","Chú thích về Xã 231","","Huyện 118","Chú thích về Huyện 118","","Tỉnh 13","Chú thích về Tỉnh 13","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 232","Chú thích về Xã 232","","Huyện 5","Chú thích về Huyện 5","","Tỉnh 35","Chú thích về Tỉnh 35","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 233","Chú thích về Xã 233","","Huyện 818","Chú thích về Huyện 818","","Tỉnh 38","Chú thích về Tỉnh 38","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 234","Chú thích về Xã 234","","Huyện 904","Chú thích về Huyện 904","","Tỉnh 60","Chú thích về Tỉnh 60","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 235","Chú thích về Xã 235","","Huyện 329","Chú thích về Huyện 329","","Tỉnh 52","Chú thích về Tỉnh 52","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 236","Chú thích về Xã 236","","Huyện 128","Chú thích về Huyện 128","","Tỉnh 11","Chú thích về Tỉnh 11","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 237","Chú thích về Xã 237","","Huyện 160","Chú thích về Huyện 160","","Tỉnh 2","Chú thích về Tỉnh 2","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 238","Chú thích về Xã 238","","Huyện 239","Chú thích về Huyện 239","","Tỉnh 10","Chú thích về Tỉnh 10","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 239","Chú thích về Xã 239","","Huyện 418","Chú thích về Huyện 418","","Tỉnh 30","Chú thích về Tỉnh 30","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 240","Chú thích về Xã 240","","Huyện 694","Chú thích về Huyện 694","","Tỉnh 49","Chú thích về Tỉnh 49","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 241","Chú thích về Xã 241","","Huyện 749","Chú thích về Huyện 749","","Tỉnh 12","Chú thích về Tỉnh 12","2020-08-25 18:45:28","2020-08-25 18:45:28",""
"","Xã 242","Chú thích về Xã 242","","Huyện 364","Chú thích về Huyện 364","","Tỉnh 4","Chú thích về Tỉnh 4","2020-08-25 18:45:29","2020-08-25 18:45:29",""
"","Xã 243","Chú thích về Xã 243","","Huyện 653","Chú thích về Huyện 653","","Tỉnh 33","Chú thích về Tỉnh 33","2020-08-25 18:45:29","2020-08-25 18:45:29",""
"","Xã 244","Chú thích về Xã 244","","Huyện 854","Chú thích về Huyện 854","","Tỉnh 18","Chú thích về Tỉnh 18","2020-08-25 18:45:29","2020-08-25 18:45:29",""
"","Xã 245","Chú thích về Xã 245","","Huyện 618","Chú thích về Huyện 618","","Tỉnh 48","Chú thích về Tỉnh 48","2020-08-25 18:45:29","2020-08-25 18:45:29",""
"","Xã 246","Chú thích về Xã 246","","Huyện 634","Chú thích về Huyện 634","","Tỉnh 60","Chú thích về Tỉnh 60","2020-08-25 18:45:29","2020-08-25 18:45:29",""
"","Xã 247","Chú thích về Xã 247","","Huyện 658","Chú thích về Huyện 658","","Tỉnh 57","Chú thích về Tỉnh 57","2020-08-25 18:45:29","2020-08-25 18:45:29",""
"","Xã 248","Chú thích về Xã 248","","Huyện 635","Chú thích về Huyện 635","","Tỉnh 58","Chú thích về Tỉnh 58","2020-08-25 18:45:29","2020-08-25 18:45:29",""
"","Xã 249","Chú thích về Xã 249","","Huyện 206","Chú thích về Huyện 206","","Tỉnh 38","Chú thích về Tỉnh 38","2020-08-25 18:45:29","2020-08-25 18:45:29",""
"","Xã 250","Chú thích về Xã 250","","Huyện 139","Chú thích về Huyện 139","","Tỉnh 11","Chú thích về Tỉnh 11","2020-08-25 18:45:29","2020-08-25 18:45:29",""
"","Xã 251","Chú thích về Xã 251","","Huyện 165","Chú thích về Huyện 165","","Tỉnh 63","Chú thích về Tỉnh 63","2020-08-25 18:45:29","2020-08-25 18:45:29",""
"","Xã 252","Chú thích về Xã 252","","Huyện 403","Chú thích về Huyện 403","","Tỉnh 44","Chú thích về Tỉnh 44","2020-08-25 18:45:29","2020-08-25 18:45:29",""
"","Xã 253","Chú thích về Xã 253","","Huyện 159","Chú thích về Huyện 159","","Tỉnh 46","Chú thích về Tỉnh 46","2020-08-25 18:45:29","2020-08-25 18:45:29",""
